classifier_variant,benchmark,family,arm,pair_id,item_id,model,target_act,target_source,predicted_act,act_match,response_sha256
word_svm,mathtutorbench_pedagogy,standard,pedagogy,981,pedagogy-981,glm-5.2,focus,exact_human_lookup,probing,0,c3bf32ab201860e825a1b2483c860232c56043dd6ee44f5ee9f3c852a200719b
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,981,pedagogy-981,glm-5.2,focus,exact_human_lookup,probing,0,c3bf32ab201860e825a1b2483c860232c56043dd6ee44f5ee9f3c852a200719b
char_svm,mathtutorbench_pedagogy,standard,pedagogy,984,pedagogy-984,glm-5.2,focus,exact_human_lookup,focus,1,be7794d2b51eb7810df20b46478b15d5da0e409c7196aae3da906b486fa21332
word_svm,mathtutorbench_pedagogy,standard,pedagogy,984,pedagogy-984,glm-5.2,focus,exact_human_lookup,focus,1,be7794d2b51eb7810df20b46478b15d5da0e409c7196aae3da906b486fa21332
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,984,pedagogy-984,glm-5.2,focus,exact_human_lookup,focus,1,be7794d2b51eb7810df20b46478b15d5da0e409c7196aae3da906b486fa21332
char_svm,mathtutorbench_pedagogy,standard,pedagogy,985,pedagogy-985,glm-5.2,focus,exact_human_lookup,focus,1,36fd4a5163ba1ad1c2e8a0731f3c3cfc86d7070528c024cb660dccb3a7bcb130
word_svm,mathtutorbench_pedagogy,standard,pedagogy,985,pedagogy-985,glm-5.2,focus,exact_human_lookup,focus,1,36fd4a5163ba1ad1c2e8a0731f3c3cfc86d7070528c024cb660dccb3a7bcb130
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,985,pedagogy-985,glm-5.2,focus,exact_human_lookup,focus,1,36fd4a5163ba1ad1c2e8a0731f3c3cfc86d7070528c024cb660dccb3a7bcb130
char_svm,mathtutorbench_pedagogy,standard,pedagogy,988,pedagogy-988,glm-5.2,probing,exact_human_lookup,generic,0,8b94a65a18f280a22b0499ed9220a57ff91c5c59f72cc510dcd679ff1358b780
word_svm,mathtutorbench_pedagogy,standard,pedagogy,988,pedagogy-988,glm-5.2,probing,exact_human_lookup,focus,0,8b94a65a18f280a22b0499ed9220a57ff91c5c59f72cc510dcd679ff1358b780
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,988,pedagogy-988,glm-5.2,probing,exact_human_lookup,focus,0,8b94a65a18f280a22b0499ed9220a57ff91c5c59f72cc510dcd679ff1358b780
char_svm,mathtutorbench_pedagogy,standard,pedagogy,986,pedagogy-986,glm-5.2,probing,exact_human_lookup,probing,1,bf8ee13049c51280693e310bf7695c82e072e7100cb14f5592ed978677231b96
word_svm,mathtutorbench_pedagogy,standard,pedagogy,986,pedagogy-986,glm-5.2,probing,exact_human_lookup,probing,1,bf8ee13049c51280693e310bf7695c82e072e7100cb14f5592ed978677231b96
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,986,pedagogy-986,glm-5.2,probing,exact_human_lookup,probing,1,bf8ee13049c51280693e310bf7695c82e072e7100cb14f5592ed978677231b96
char_svm,mathtutorbench_pedagogy,standard,pedagogy,987,pedagogy-987,glm-5.2,focus,exact_human_lookup,focus,1,65706d0a8c2cf2e1fdace9b2f1521d6835e59f64460f7c505d51961e8920efe9
word_svm,mathtutorbench_pedagogy,standard,pedagogy,987,pedagogy-987,glm-5.2,focus,exact_human_lookup,probing,0,65706d0a8c2cf2e1fdace9b2f1521d6835e59f64460f7c505d51961e8920efe9
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,987,pedagogy-987,glm-5.2,focus,exact_human_lookup,focus,1,65706d0a8c2cf2e1fdace9b2f1521d6835e59f64460f7c505d51961e8920efe9
char_svm,mathtutorbench_pedagogy,standard,pedagogy,990,pedagogy-990,glm-5.2,focus,exact_human_lookup,focus,1,3c6a33f9b396ffb9b1598644b6bb69517a30e7f31730d4bffe121ad1ed5d0082
word_svm,mathtutorbench_pedagogy,standard,pedagogy,990,pedagogy-990,glm-5.2,focus,exact_human_lookup,generic,0,3c6a33f9b396ffb9b1598644b6bb69517a30e7f31730d4bffe121ad1ed5d0082
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,990,pedagogy-990,glm-5.2,focus,exact_human_lookup,generic,0,3c6a33f9b396ffb9b1598644b6bb69517a30e7f31730d4bffe121ad1ed5d0082
char_svm,mathtutorbench_pedagogy,standard,pedagogy,991,pedagogy-991,glm-5.2,probing,exact_human_lookup,focus,0,b8502c146cbd002a3a5f4e98e56e321347739a92b450d44ce1232a6f2bac7f60
word_svm,mathtutorbench_pedagogy,standard,pedagogy,991,pedagogy-991,glm-5.2,probing,exact_human_lookup,probing,1,b8502c146cbd002a3a5f4e98e56e321347739a92b450d44ce1232a6f2bac7f60
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,991,pedagogy-991,glm-5.2,probing,exact_human_lookup,probing,1,b8502c146cbd002a3a5f4e98e56e321347739a92b450d44ce1232a6f2bac7f60
char_svm,mathtutorbench_pedagogy,standard,pedagogy,989,pedagogy-989,glm-5.2,probing,exact_human_lookup,focus,0,adc36699cfa5534994ec61a477dcd275c5639a2edab0c362574e5ad3185e9cde
word_svm,mathtutorbench_pedagogy,standard,pedagogy,989,pedagogy-989,glm-5.2,probing,exact_human_lookup,focus,0,adc36699cfa5534994ec61a477dcd275c5639a2edab0c362574e5ad3185e9cde
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,989,pedagogy-989,glm-5.2,probing,exact_human_lookup,focus,0,adc36699cfa5534994ec61a477dcd275c5639a2edab0c362574e5ad3185e9cde
char_svm,mathtutorbench_pedagogy,standard,pedagogy,992,pedagogy-992,glm-5.2,probing,exact_human_lookup,probing,1,1046e053d2555f94c3188dabfc3e6e5ae8f85765565f003308e07e6af96f4dd4
word_svm,mathtutorbench_pedagogy,standard,pedagogy,992,pedagogy-992,glm-5.2,probing,exact_human_lookup,probing,1,1046e053d2555f94c3188dabfc3e6e5ae8f85765565f003308e07e6af96f4dd4
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,992,pedagogy-992,glm-5.2,probing,exact_human_lookup,probing,1,1046e053d2555f94c3188dabfc3e6e5ae8f85765565f003308e07e6af96f4dd4
char_svm,mathtutorbench_pedagogy,standard,pedagogy,938,pedagogy-938,glm-5.2,focus,exact_human_lookup,focus,1,8dac66b561d7164794474426dbfd4d390d699b0724623c653633493a5ee7fcb6
word_svm,mathtutorbench_pedagogy,standard,pedagogy,938,pedagogy-938,glm-5.2,focus,exact_human_lookup,focus,1,8dac66b561d7164794474426dbfd4d390d699b0724623c653633493a5ee7fcb6
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,938,pedagogy-938,glm-5.2,focus,exact_human_lookup,focus,1,8dac66b561d7164794474426dbfd4d390d699b0724623c653633493a5ee7fcb6
char_svm,mathtutorbench_pedagogy,standard,pedagogy,994,pedagogy-994,glm-5.2,probing,exact_human_lookup,probing,1,eb84587272f42bd35aaad65796dd07b2508ab77ab92bc4c9e38bbe335a2b8542
word_svm,mathtutorbench_pedagogy,standard,pedagogy,994,pedagogy-994,glm-5.2,probing,exact_human_lookup,generic,0,eb84587272f42bd35aaad65796dd07b2508ab77ab92bc4c9e38bbe335a2b8542
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,994,pedagogy-994,glm-5.2,probing,exact_human_lookup,generic,0,eb84587272f42bd35aaad65796dd07b2508ab77ab92bc4c9e38bbe335a2b8542
char_svm,mathtutorbench_pedagogy,standard,pedagogy,995,pedagogy-995,glm-5.2,probing,exact_human_lookup,generic,0,2f25a13bb8ce73efa9c15b6bdf32ea54269627d16bd0f6df842ce33374d7305b
word_svm,mathtutorbench_pedagogy,standard,pedagogy,995,pedagogy-995,glm-5.2,probing,exact_human_lookup,generic,0,2f25a13bb8ce73efa9c15b6bdf32ea54269627d16bd0f6df842ce33374d7305b
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,995,pedagogy-995,glm-5.2,probing,exact_human_lookup,generic,0,2f25a13bb8ce73efa9c15b6bdf32ea54269627d16bd0f6df842ce33374d7305b
char_svm,mathtutorbench_pedagogy,standard,pedagogy,993,pedagogy-993,glm-5.2,probing,exact_human_lookup,probing,1,392067906d29911852db022f912d815382db9b93f6e2a947db2624d426ad81d8
word_svm,mathtutorbench_pedagogy,standard,pedagogy,993,pedagogy-993,glm-5.2,probing,exact_human_lookup,probing,1,392067906d29911852db022f912d815382db9b93f6e2a947db2624d426ad81d8
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,993,pedagogy-993,glm-5.2,probing,exact_human_lookup,probing,1,392067906d29911852db022f912d815382db9b93f6e2a947db2624d426ad81d8
char_svm,mathtutorbench_pedagogy,standard,pedagogy,997,pedagogy-997,glm-5.2,probing,exact_human_lookup,telling,0,2e80c13459aa7854946af3fe807e6331deb518a84eebfe5553fb79e33985140b
word_svm,mathtutorbench_pedagogy,standard,pedagogy,997,pedagogy-997,glm-5.2,probing,exact_human_lookup,probing,1,2e80c13459aa7854946af3fe807e6331deb518a84eebfe5553fb79e33985140b
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,997,pedagogy-997,glm-5.2,probing,exact_human_lookup,telling,0,2e80c13459aa7854946af3fe807e6331deb518a84eebfe5553fb79e33985140b
char_svm,mathtutorbench_pedagogy,standard,pedagogy,999,pedagogy-999,glm-5.2,focus,exact_human_lookup,probing,0,67dada16262d6713dbf487a6f764eea2e8b32691a9038d7c5c792d1b640ea499
word_svm,mathtutorbench_pedagogy,standard,pedagogy,999,pedagogy-999,glm-5.2,focus,exact_human_lookup,focus,1,67dada16262d6713dbf487a6f764eea2e8b32691a9038d7c5c792d1b640ea499
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,999,pedagogy-999,glm-5.2,focus,exact_human_lookup,focus,1,67dada16262d6713dbf487a6f764eea2e8b32691a9038d7c5c792d1b640ea499
char_svm,mathtutorbench_pedagogy,standard,pedagogy,996,pedagogy-996,glm-5.2,focus,exact_human_lookup,probing,0,0cf2382f12bd7264301eeb522e4f6e0873a6dcdd96d5f27939b381fc389c68cb
word_svm,mathtutorbench_pedagogy,standard,pedagogy,996,pedagogy-996,glm-5.2,focus,exact_human_lookup,focus,1,0cf2382f12bd7264301eeb522e4f6e0873a6dcdd96d5f27939b381fc389c68cb
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,996,pedagogy-996,glm-5.2,focus,exact_human_lookup,probing,0,0cf2382f12bd7264301eeb522e4f6e0873a6dcdd96d5f27939b381fc389c68cb
char_svm,mathtutorbench_pedagogy,standard,pedagogy,998,pedagogy-998,glm-5.2,telling,exact_human_lookup,focus,0,aff1b5c0f7b1271fcab374d87d9bd1586dec93301c495aaf33e0051c5d1bb7f2
word_svm,mathtutorbench_pedagogy,standard,pedagogy,998,pedagogy-998,glm-5.2,telling,exact_human_lookup,probing,0,aff1b5c0f7b1271fcab374d87d9bd1586dec93301c495aaf33e0051c5d1bb7f2
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,998,pedagogy-998,glm-5.2,telling,exact_human_lookup,probing,0,aff1b5c0f7b1271fcab374d87d9bd1586dec93301c495aaf33e0051c5d1bb7f2
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1000,pedagogy-1000,glm-5.2,probing,exact_human_lookup,focus,0,de5514fba78810ed69f7289cd9d826da8f1e660f292dba3590e8ef94a64d1937
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1000,pedagogy-1000,glm-5.2,probing,exact_human_lookup,probing,1,de5514fba78810ed69f7289cd9d826da8f1e660f292dba3590e8ef94a64d1937
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1000,pedagogy-1000,glm-5.2,probing,exact_human_lookup,probing,1,de5514fba78810ed69f7289cd9d826da8f1e660f292dba3590e8ef94a64d1937
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1001,pedagogy-1001,glm-5.2,focus,exact_human_lookup,probing,0,df10b2b7c6047021954230b2d9dc6e7745a2de03752558b64b876510f3c0ec54
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1001,pedagogy-1001,glm-5.2,focus,exact_human_lookup,focus,1,df10b2b7c6047021954230b2d9dc6e7745a2de03752558b64b876510f3c0ec54
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1001,pedagogy-1001,glm-5.2,focus,exact_human_lookup,focus,1,df10b2b7c6047021954230b2d9dc6e7745a2de03752558b64b876510f3c0ec54
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1009,pedagogy-1009,glm-5.2,generic,exact_human_lookup,probing,0,1158581b21e2abfadf8a027e2066efebc320ffeb942d3cf67b38fa2c204e0242
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1009,pedagogy-1009,glm-5.2,generic,exact_human_lookup,probing,0,1158581b21e2abfadf8a027e2066efebc320ffeb942d3cf67b38fa2c204e0242
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1009,pedagogy-1009,glm-5.2,generic,exact_human_lookup,probing,0,1158581b21e2abfadf8a027e2066efebc320ffeb942d3cf67b38fa2c204e0242
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1061,pedagogy-1061,glm-5.2,generic,exact_human_lookup,focus,0,818e221da8875e0e8dbaf035b5984fa9d99619a96ac8f6b0784b8459ff2389b7
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1061,pedagogy-1061,glm-5.2,generic,exact_human_lookup,probing,0,818e221da8875e0e8dbaf035b5984fa9d99619a96ac8f6b0784b8459ff2389b7
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1061,pedagogy-1061,glm-5.2,generic,exact_human_lookup,probing,0,818e221da8875e0e8dbaf035b5984fa9d99619a96ac8f6b0784b8459ff2389b7
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1085,pedagogy-1085,glm-5.2,telling,exact_human_lookup,generic,0,b038eb1c10daf3b4f7fd00359ca2238e12cdf673d009f113f692043ca492ba27
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1085,pedagogy-1085,glm-5.2,telling,exact_human_lookup,generic,0,b038eb1c10daf3b4f7fd00359ca2238e12cdf673d009f113f692043ca492ba27
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1085,pedagogy-1085,glm-5.2,telling,exact_human_lookup,generic,0,b038eb1c10daf3b4f7fd00359ca2238e12cdf673d009f113f692043ca492ba27
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1125,pedagogy-1125,glm-5.2,generic,exact_human_lookup,focus,0,b2153096a47b603a807831b920cefe9a46f5c4dfc01f3b43c3b54c8a5f693cd8
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1125,pedagogy-1125,glm-5.2,generic,exact_human_lookup,generic,1,b2153096a47b603a807831b920cefe9a46f5c4dfc01f3b43c3b54c8a5f693cd8
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1125,pedagogy-1125,glm-5.2,generic,exact_human_lookup,focus,0,b2153096a47b603a807831b920cefe9a46f5c4dfc01f3b43c3b54c8a5f693cd8
char_svm,mathtutorbench_pedagogy,standard,pedagogy,1,pedagogy-1,minimax-m2.7,focus,exact_human_lookup,probing,0,39985f34104761f10830b0f179c0f16163765a80bd9425fad184d891ca41a403
word_svm,mathtutorbench_pedagogy,standard,pedagogy,1,pedagogy-1,minimax-m2.7,focus,exact_human_lookup,focus,1,39985f34104761f10830b0f179c0f16163765a80bd9425fad184d891ca41a403
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,1,pedagogy-1,minimax-m2.7,focus,exact_human_lookup,focus,1,39985f34104761f10830b0f179c0f16163765a80bd9425fad184d891ca41a403
char_svm,mathtutorbench_pedagogy,standard,pedagogy,0,pedagogy-0,minimax-m2.7,probing,exact_human_lookup,probing,1,b6f3ac75fb3762e2ef07b5792472c24a715a3cd3a5269240249fc3f825c2d807
word_svm,mathtutorbench_pedagogy,standard,pedagogy,0,pedagogy-0,minimax-m2.7,probing,exact_human_lookup,probing,1,b6f3ac75fb3762e2ef07b5792472c24a715a3cd3a5269240249fc3f825c2d807
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,0,pedagogy-0,minimax-m2.7,probing,exact_human_lookup,probing,1,b6f3ac75fb3762e2ef07b5792472c24a715a3cd3a5269240249fc3f825c2d807
char_svm,mathtutorbench_pedagogy,standard,pedagogy,2,pedagogy-2,minimax-m2.7,telling,exact_human_lookup,telling,1,929e3bdb78e092789e7c4c5fe636e1d16e8936450dcad9ed3c52ea9b158b6e05
word_svm,mathtutorbench_pedagogy,standard,pedagogy,2,pedagogy-2,minimax-m2.7,telling,exact_human_lookup,telling,1,929e3bdb78e092789e7c4c5fe636e1d16e8936450dcad9ed3c52ea9b158b6e05
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,2,pedagogy-2,minimax-m2.7,telling,exact_human_lookup,telling,1,929e3bdb78e092789e7c4c5fe636e1d16e8936450dcad9ed3c52ea9b158b6e05
char_svm,mathtutorbench_pedagogy,standard,pedagogy,4,pedagogy-4,minimax-m2.7,probing,exact_human_lookup,probing,1,f827dbe14f70078efde2f232e2db5a0325146fe854c5e6206d633e5bbe2379fb
word_svm,mathtutorbench_pedagogy,standard,pedagogy,4,pedagogy-4,minimax-m2.7,probing,exact_human_lookup,focus,0,f827dbe14f70078efde2f232e2db5a0325146fe854c5e6206d633e5bbe2379fb
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,4,pedagogy-4,minimax-m2.7,probing,exact_human_lookup,focus,0,f827dbe14f70078efde2f232e2db5a0325146fe854c5e6206d633e5bbe2379fb
char_svm,mathtutorbench_pedagogy,standard,pedagogy,5,pedagogy-5,minimax-m2.7,focus,exact_human_lookup,focus,1,f92c78fd2eca10ade0cb19d19a9177cee0d4ea42452f174f4092b587db1dc2ce
word_svm,mathtutorbench_pedagogy,standard,pedagogy,5,pedagogy-5,minimax-m2.7,focus,exact_human_lookup,focus,1,f92c78fd2eca10ade0cb19d19a9177cee0d4ea42452f174f4092b587db1dc2ce
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,5,pedagogy-5,minimax-m2.7,focus,exact_human_lookup,focus,1,f92c78fd2eca10ade0cb19d19a9177cee0d4ea42452f174f4092b587db1dc2ce
char_svm,mathtutorbench_pedagogy,standard,pedagogy,3,pedagogy-3,minimax-m2.7,probing,exact_human_lookup,probing,1,54243fbb57ebe3005d38f86b0fca5cca3ae5396eefb8721d2ae5f024e7b4ff2f
word_svm,mathtutorbench_pedagogy,standard,pedagogy,3,pedagogy-3,minimax-m2.7,probing,exact_human_lookup,probing,1,54243fbb57ebe3005d38f86b0fca5cca3ae5396eefb8721d2ae5f024e7b4ff2f
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,3,pedagogy-3,minimax-m2.7,probing,exact_human_lookup,probing,1,54243fbb57ebe3005d38f86b0fca5cca3ae5396eefb8721d2ae5f024e7b4ff2f
char_svm,mathtutorbench_pedagogy,standard,pedagogy,6,pedagogy-6,minimax-m2.7,probing,exact_human_lookup,telling,0,a8099734d00428cf844c5f26fe8c1617767897b0b2567a031fe61bd829d773fc
word_svm,mathtutorbench_pedagogy,standard,pedagogy,6,pedagogy-6,minimax-m2.7,probing,exact_human_lookup,focus,0,a8099734d00428cf844c5f26fe8c1617767897b0b2567a031fe61bd829d773fc
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,6,pedagogy-6,minimax-m2.7,probing,exact_human_lookup,focus,0,a8099734d00428cf844c5f26fe8c1617767897b0b2567a031fe61bd829d773fc
char_svm,mathtutorbench_pedagogy,standard,pedagogy,7,pedagogy-7,minimax-m2.7,telling,exact_human_lookup,focus,0,4493b899557d58dd33e6d8731fa7ac4542103f6205f437e8afeb65a085e4bdb4
word_svm,mathtutorbench_pedagogy,standard,pedagogy,7,pedagogy-7,minimax-m2.7,telling,exact_human_lookup,focus,0,4493b899557d58dd33e6d8731fa7ac4542103f6205f437e8afeb65a085e4bdb4
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,7,pedagogy-7,minimax-m2.7,telling,exact_human_lookup,focus,0,4493b899557d58dd33e6d8731fa7ac4542103f6205f437e8afeb65a085e4bdb4
char_svm,mathtutorbench_pedagogy,standard,pedagogy,8,pedagogy-8,minimax-m2.7,telling,exact_human_lookup,focus,0,73471f21498d58c775718d4ca62bb4d391a02e70df87eafe7756ecc714283b56
word_svm,mathtutorbench_pedagogy,standard,pedagogy,8,pedagogy-8,minimax-m2.7,telling,exact_human_lookup,focus,0,73471f21498d58c775718d4ca62bb4d391a02e70df87eafe7756ecc714283b56
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,8,pedagogy-8,minimax-m2.7,telling,exact_human_lookup,focus,0,73471f21498d58c775718d4ca62bb4d391a02e70df87eafe7756ecc714283b56
char_svm,mathtutorbench_pedagogy,standard,pedagogy,9,pedagogy-9,minimax-m2.7,telling,exact_human_lookup,probing,0,83426d7de05ba50ba40e80985a4bb5d05e69652ef248a7c9def71a3ca0eb147a
word_svm,mathtutorbench_pedagogy,standard,pedagogy,9,pedagogy-9,minimax-m2.7,telling,exact_human_lookup,focus,0,83426d7de05ba50ba40e80985a4bb5d05e69652ef248a7c9def71a3ca0eb147a
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,9,pedagogy-9,minimax-m2.7,telling,exact_human_lookup,probing,0,83426d7de05ba50ba40e80985a4bb5d05e69652ef248a7c9def71a3ca0eb147a
char_svm,mathtutorbench_pedagogy,standard,pedagogy,11,pedagogy-11,minimax-m2.7,telling,exact_human_lookup,telling,1,2b8c47649adea00ae2c6d4b48750b601a248dd1ba3f16f5bf417cd150cb2c048
word_svm,mathtutorbench_pedagogy,standard,pedagogy,11,pedagogy-11,minimax-m2.7,telling,exact_human_lookup,focus,0,2b8c47649adea00ae2c6d4b48750b601a248dd1ba3f16f5bf417cd150cb2c048
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,11,pedagogy-11,minimax-m2.7,telling,exact_human_lookup,telling,1,2b8c47649adea00ae2c6d4b48750b601a248dd1ba3f16f5bf417cd150cb2c048
char_svm,mathtutorbench_pedagogy,standard,pedagogy,10,pedagogy-10,minimax-m2.7,focus,exact_human_lookup,probing,0,3cf35ea7d2a28c95fcbc059b7ac96ca473a60aac57487c7302247367442aecf0
word_svm,mathtutorbench_pedagogy,standard,pedagogy,10,pedagogy-10,minimax-m2.7,focus,exact_human_lookup,focus,1,3cf35ea7d2a28c95fcbc059b7ac96ca473a60aac57487c7302247367442aecf0
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,10,pedagogy-10,minimax-m2.7,focus,exact_human_lookup,focus,1,3cf35ea7d2a28c95fcbc059b7ac96ca473a60aac57487c7302247367442aecf0
char_svm,mathtutorbench_pedagogy,standard,pedagogy,12,pedagogy-12,minimax-m2.7,telling,exact_human_lookup,generic,0,25b48e335660a00b148a5789df43b4eae34cd7e9a170321a8ce006fad7679e85
word_svm,mathtutorbench_pedagogy,standard,pedagogy,12,pedagogy-12,minimax-m2.7,telling,exact_human_lookup,focus,0,25b48e335660a00b148a5789df43b4eae34cd7e9a170321a8ce006fad7679e85
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,12,pedagogy-12,minimax-m2.7,telling,exact_human_lookup,focus,0,25b48e335660a00b148a5789df43b4eae34cd7e9a170321a8ce006fad7679e85
char_svm,mathtutorbench_pedagogy,standard,pedagogy,13,pedagogy-13,minimax-m2.7,focus,exact_human_lookup,focus,1,80958e2c7b63f8b6a4d22e71995acd2c7479e01938d6c042c966d8a19ebdd547
word_svm,mathtutorbench_pedagogy,standard,pedagogy,13,pedagogy-13,minimax-m2.7,focus,exact_human_lookup,focus,1,80958e2c7b63f8b6a4d22e71995acd2c7479e01938d6c042c966d8a19ebdd547
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,13,pedagogy-13,minimax-m2.7,focus,exact_human_lookup,focus,1,80958e2c7b63f8b6a4d22e71995acd2c7479e01938d6c042c966d8a19ebdd547
char_svm,mathtutorbench_pedagogy,standard,pedagogy,14,pedagogy-14,minimax-m2.7,probing,exact_human_lookup,probing,1,26810bec29393337fe314c81eb3c2a68558bb7c6756a1176fc7144ccd8a83567
word_svm,mathtutorbench_pedagogy,standard,pedagogy,14,pedagogy-14,minimax-m2.7,probing,exact_human_lookup,focus,0,26810bec29393337fe314c81eb3c2a68558bb7c6756a1176fc7144ccd8a83567
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,14,pedagogy-14,minimax-m2.7,probing,exact_human_lookup,generic,0,26810bec29393337fe314c81eb3c2a68558bb7c6756a1176fc7144ccd8a83567
char_svm,mathtutorbench_pedagogy,standard,pedagogy,15,pedagogy-15,minimax-m2.7,telling,exact_human_lookup,focus,0,8f5098834dde9609bb49d638552e5b200b44b8084bbf38e9a917d6187ea9df30
word_svm,mathtutorbench_pedagogy,standard,pedagogy,15,pedagogy-15,minimax-m2.7,telling,exact_human_lookup,probing,0,8f5098834dde9609bb49d638552e5b200b44b8084bbf38e9a917d6187ea9df30
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,15,pedagogy-15,minimax-m2.7,telling,exact_human_lookup,focus,0,8f5098834dde9609bb49d638552e5b200b44b8084bbf38e9a917d6187ea9df30
char_svm,mathtutorbench_pedagogy,standard,pedagogy,16,pedagogy-16,minimax-m2.7,probing,exact_human_lookup,telling,0,dcba895493f3af5f049fb9df1560f73d5d05d96ea36e35c3243574f5f8013bd7
word_svm,mathtutorbench_pedagogy,standard,pedagogy,16,pedagogy-16,minimax-m2.7,probing,exact_human_lookup,telling,0,dcba895493f3af5f049fb9df1560f73d5d05d96ea36e35c3243574f5f8013bd7
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,16,pedagogy-16,minimax-m2.7,probing,exact_human_lookup,telling,0,dcba895493f3af5f049fb9df1560f73d5d05d96ea36e35c3243574f5f8013bd7
char_svm,mathtutorbench_pedagogy,standard,pedagogy,18,pedagogy-18,minimax-m2.7,focus,exact_human_lookup,focus,1,2880af9637edb38487dd1edb79237ef4089d5940dc5cbfd95845c3d3a29a78ab
word_svm,mathtutorbench_pedagogy,standard,pedagogy,18,pedagogy-18,minimax-m2.7,focus,exact_human_lookup,focus,1,2880af9637edb38487dd1edb79237ef4089d5940dc5cbfd95845c3d3a29a78ab
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,18,pedagogy-18,minimax-m2.7,focus,exact_human_lookup,focus,1,2880af9637edb38487dd1edb79237ef4089d5940dc5cbfd95845c3d3a29a78ab
char_svm,mathtutorbench_pedagogy,standard,pedagogy,19,pedagogy-19,minimax-m2.7,probing,exact_human_lookup,focus,0,29579e872ede34cb1b580d7d8483bd35f2e86913cbe6f18ee865dcc12ae16a09
word_svm,mathtutorbench_pedagogy,standard,pedagogy,19,pedagogy-19,minimax-m2.7,probing,exact_human_lookup,probing,1,29579e872ede34cb1b580d7d8483bd35f2e86913cbe6f18ee865dcc12ae16a09
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,19,pedagogy-19,minimax-m2.7,probing,exact_human_lookup,telling,0,29579e872ede34cb1b580d7d8483bd35f2e86913cbe6f18ee865dcc12ae16a09
char_svm,mathtutorbench_pedagogy,standard,pedagogy,17,pedagogy-17,minimax-m2.7,probing,exact_human_lookup,telling,0,584e3dfe14126ddd16e6776cb0cb36dc11cb1ddcd55c23370ca6d5f0dd3610c4
word_svm,mathtutorbench_pedagogy,standard,pedagogy,17,pedagogy-17,minimax-m2.7,probing,exact_human_lookup,probing,1,584e3dfe14126ddd16e6776cb0cb36dc11cb1ddcd55c23370ca6d5f0dd3610c4
