pair_id,delta,task,model,dimension
362,4.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
369,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
385,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
390,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
399,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
400,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
409,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
41,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
436,1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
440,1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
445,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
47,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
481,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
49,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
490,0.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
500,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
531,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
539,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
545,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
569,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
572,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
612,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
622,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
638,0.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
641,1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
643,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
655,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
675,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
688,4.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
694,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
705,4.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
714,0.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
738,-1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
764,1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
824,-1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
856,1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
867,4.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
885,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
891,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
902,2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
91,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
92,3.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
926,-2.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
927,-1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
960,0.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
977,0.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
985,1.0,mathdial_standard,doubao-seed-2.0-pro,autonomy_support
10,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1013,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1041,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1044,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1052,1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1061,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1063,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1079,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
109,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1092,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1098,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
110,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1111,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
112,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
1149,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
124,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
13,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
18,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
183,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
189,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
207,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
22,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
221,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
245,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
267,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
314,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
320,-3.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
321,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
327,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
346,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
353,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
354,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
362,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
369,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
385,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
390,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
399,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
400,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
409,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
41,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
436,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
440,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
445,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
47,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
481,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
49,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
490,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
500,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
531,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
539,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
545,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
569,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
572,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
612,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
622,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
638,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
641,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
643,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
655,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
675,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
688,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
694,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
705,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
714,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
738,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
764,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
824,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
856,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
867,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
885,-3.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
891,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
902,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
91,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
92,-2.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
926,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
927,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
960,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
977,-1.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
985,0.0,mathdial_standard,doubao-seed-2.0-pro,cognitive_load
10,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1013,1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1041,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1044,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1052,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1061,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1063,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1079,1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
109,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1092,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1098,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
110,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1111,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
112,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
1149,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
124,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
13,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
18,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
183,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
189,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
207,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
22,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
221,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
245,2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
267,3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
314,1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
320,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
321,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
327,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
346,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
353,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
354,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
362,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
369,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
385,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
390,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
399,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
400,2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
409,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
41,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
436,1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
440,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
445,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
47,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
481,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
49,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
490,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
500,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
531,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
539,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
545,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
569,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
572,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
612,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
622,2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
638,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
641,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
643,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
655,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
675,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
688,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
694,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
705,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
714,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
738,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
764,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
824,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
856,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
867,-4.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
885,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
891,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
902,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
91,-1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
92,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
926,0.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
927,1.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
960,-2.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
977,-4.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
985,-3.0,mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity
10,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1013,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1041,-2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1044,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1052,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1061,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1063,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1079,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
109,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1092,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1098,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
110,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1111,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
112,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
1149,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
124,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
13,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
18,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
183,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
189,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
207,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
22,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
221,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
245,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
267,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
314,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
320,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
321,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
327,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
346,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
353,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
354,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
362,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
369,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
385,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
390,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
399,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
400,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
409,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
41,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
436,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
440,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
445,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
47,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
481,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
49,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
490,1.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
500,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
531,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
539,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
545,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
569,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
572,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
612,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
622,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
638,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
641,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
643,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
655,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
675,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
688,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
694,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
705,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
714,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
738,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
764,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
824,1.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
856,3.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
867,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
885,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
891,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
902,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
91,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
92,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
926,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
927,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
960,0.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
977,2.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
985,4.0,mathdial_standard,doubao-seed-2.0-pro,elicitation
10,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1013,-1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1041,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1044,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1052,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1061,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1063,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1079,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
109,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1092,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1098,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
110,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1111,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
112,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
1149,-2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
124,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
13,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
18,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
183,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
189,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
207,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
22,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
221,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
245,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
267,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
314,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
320,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
321,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
327,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
346,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
353,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
354,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
362,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
369,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
385,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
390,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
399,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
400,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
409,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
41,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
436,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
440,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
445,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
47,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
481,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
49,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
490,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
500,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
531,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
539,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
545,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
569,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
572,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
612,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
622,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
638,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
641,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
643,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
655,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
675,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
688,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
694,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
705,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
714,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
738,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
764,2.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
824,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
856,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
867,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
885,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
891,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
902,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
91,1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
92,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
926,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
927,-1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
960,-1.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
977,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
985,0.0,mathdial_standard,doubao-seed-2.0-pro,epistemic_caution
10,-3.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1013,0.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1041,-1.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1044,-2.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1052,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1061,-3.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1063,-2.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1079,0.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
109,-2.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1092,-1.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1098,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
110,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1111,0.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
112,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
1149,-2.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
124,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
13,-3.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
18,-2.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
183,-3.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
189,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
207,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
22,-1.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
221,-1.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
245,0.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
267,0.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
314,-2.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
320,-4.0,mathdial_standard,doubao-seed-2.0-pro,help_directness
