template,domain,source_family,progress,affect,cue_pole,cue_family,arm,model,repeat,request_id,blind_id
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:distinct_arrangements:peer_control:correct_partial:calm:repeat1:MiniMax-M2.7,c66dcfa1bf1d5de4b1c8
right_triangle,mathematics,pythagorean_length,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:right_triangle:canonical:wrong_attempt:frustrated:repeat1:MiniMax-M3,b869b6bff3ce0ca9d7cc
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:trophic_transfer:peer_control:correct_partial:calm:repeat0:glm-5.3,aee8d69393df34bbeb57
exponent_product,mathematics,exponent_product,correct_partial,frustrated,frustrated,1,implicit,MiniMax-M3,0,cue_transfer_v4:exponent_product:implicit:correct_partial:frustrated:repeat0:MiniMax-M3,6007bb49fbc587842dcf
contact_pressure,science,pressure,correct_partial,calm,calm,1,implicit,deepseek-v4-pro,0,cue_transfer_v4:contact_pressure:implicit:correct_partial:calm:repeat0:deepseek-v4-pro,07dc0e6f7ebbb72ba4e4
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,frustrated,frustrated,3,implicit,deepseek-v4-pro,0,cue_transfer_v4:prism_volume:implicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,b18986b6780adf881247
turning_moment,science,turning_moment,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:turning_moment:canonical:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,3023f3e403373ef6651a
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,3,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:homophone_choice:explicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,c0c49057f3e05b662034
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,2,explicit,MiniMax-M3,1,cue_transfer_v4:prism_volume:explicit:correct_partial:calm:repeat1:MiniMax-M3,7a9cf5f99aac261d1460
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,0,explicit,MiniMax-M3,1,cue_transfer_v4:distinct_arrangements:explicit:wrong_attempt:calm:repeat1:MiniMax-M3,1369e331326dffdcee56
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,calm,calm,2,implicit,deepseek-v4-pro,1,cue_transfer_v4:binary_search_update:implicit:wrong_attempt:calm:repeat1:deepseek-v4-pro,42480a6d9d61e400ee14
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,0,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:question_quotation:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,624a91d40daa0d96634b
photosynthesis_inputs,science,photosynthesis_inputs,wrong_attempt,calm,calm,0,explicit,MiniMax-M2.7,1,cue_transfer_v4:photosynthesis_inputs:explicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,5725bb4f0ce5201ac0e7
signed_temperature,mathematics,signed_integer_addition,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:signed_temperature:canonical:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,cf4449fb5333c008c318
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:shortest_path:peer_control:wrong_attempt:frustrated:repeat1:glm-5.3,cfb33f67cf8e938e5c46
exponent_product,mathematics,exponent_product,wrong_attempt,frustrated,frustrated,0,explicit,MiniMax-M3,0,cue_transfer_v4:exponent_product:explicit:wrong_attempt:frustrated:repeat0:MiniMax-M3,5e4b56fccd26cd73fda5
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:balance_water_equation:peer_control:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,499806da347dd3bf2140
contact_pressure,science,pressure,wrong_attempt,frustrated,frustrated,0,explicit,deepseek-v4-pro,0,cue_transfer_v4:contact_pressure:explicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,99554e1c3a15fa2d407b
turning_moment,science,turning_moment,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:turning_moment:peer_control:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,de717e340769aa10d8e7
distinct_arrangements,mathematics,factorial_counting,correct_partial,frustrated,frustrated,fixed,canonical,glm-5.3,0,cue_transfer_v4:distinct_arrangements:canonical:correct_partial:frustrated:repeat0:glm-5.3,42e2e4183fbab675a4dc
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,wrong_attempt,frustrated,frustrated,3,implicit,deepseek-v4-pro,1,cue_transfer_v4:pigeonhole_guarantee:implicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,f7056f26baf19d82549a
common_multiple,mathematics,least_common_multiple,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:common_multiple:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,531d118758ae661d5875
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,calm,calm,1,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:algorithm_trace:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,24fa3e18676e490d8b21
gas_volume,science,boyles_law,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:gas_volume:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,86ae3ebe3558b6c11cf6
passive_voice,language,active_passive_voice,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:passive_voice:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,cf1b3756009ce28dd4c4
metaphor_identification,language,figurative_metaphor,wrong_attempt,frustrated,frustrated,2,implicit,glm-5.3,1,cue_transfer_v4:metaphor_identification:implicit:wrong_attempt:frustrated:repeat1:glm-5.3,fc20fcca5095d5064f99
contact_pressure,science,pressure,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:contact_pressure:peer_control:wrong_attempt:calm:repeat1:MiniMax-M3,7f8f31b4a90875a36d67
radioactive_half_life,science,half_life,wrong_attempt,frustrated,frustrated,2,explicit,MiniMax-M3,0,cue_transfer_v4:radioactive_half_life:explicit:wrong_attempt:frustrated:repeat0:MiniMax-M3,3c4a4c131bbe03da6d44
exponent_product,mathematics,exponent_product,correct_partial,frustrated,frustrated,0,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:exponent_product:explicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,9feadbf320127ee2f0c1
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,frustrated,frustrated,1,implicit,glm-5.3,0,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,4066ea1f7a0efebc6d7e
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,3,explicit,deepseek-v4-pro,1,cue_transfer_v4:homophone_choice:explicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,6beb144f27d1172e7135
photosynthesis_inputs,science,photosynthesis_inputs,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:photosynthesis_inputs:peer_control:correct_partial:calm:repeat1:MiniMax-M2.7,62e1614d82539367c2d8
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,3,implicit,MiniMax-M3,0,cue_transfer_v4:pigeonhole_guarantee:implicit:correct_partial:frustrated:repeat0:MiniMax-M3,35741d628dd218146c81
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:shortest_path:peer_control:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,97bc64ab469d4f68e77b
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:pigeonhole_guarantee:peer_control:correct_partial:calm:repeat1:glm-5.3,bbca727f7d668ab0ea59
relative_clause,language,relative_clause_attachment,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:relative_clause:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,a236a705df4c0908d72c
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,2,explicit,glm-5.3,0,cue_transfer_v4:prism_volume:explicit:wrong_attempt:calm:repeat0:glm-5.3,546115c0c2475aa6a778
turning_moment,science,turning_moment,correct_partial,frustrated,frustrated,3,implicit,MiniMax-M2.7,1,cue_transfer_v4:turning_moment:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,47b8eb938aba10eca69f
right_triangle,mathematics,pythagorean_length,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:right_triangle:peer_control:correct_partial:frustrated:repeat1:glm-5.3,a79e573a6c42db1406c5
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,1,implicit,glm-5.3,1,cue_transfer_v4:contrast_connective:implicit:wrong_attempt:frustrated:repeat1:glm-5.3,6a02c3a823615c576554
contrast_connective,language,contrast_connective,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:contrast_connective:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,61c54a5e335f4af35971
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,frustrated,frustrated,3,explicit,glm-5.3,1,cue_transfer_v4:trophic_transfer:explicit:wrong_attempt:frustrated:repeat1:glm-5.3,7b11b06474854eb439b1
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,frustrated,frustrated,0,explicit,deepseek-v4-pro,0,cue_transfer_v4:sampling_bias:explicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,bacf1e7515f6fdba0207
balance_water_equation,science,chemical_equation_balance,correct_partial,calm,calm,3,explicit,deepseek-v4-pro,0,cue_transfer_v4:balance_water_equation:explicit:correct_partial:calm:repeat0:deepseek-v4-pro,828d8abe44582a0b76e0
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,0,implicit,MiniMax-M2.7,0,cue_transfer_v4:homophone_choice:implicit:correct_partial:frustrated:repeat0:MiniMax-M2.7,adc18e15ff3e69c81c91
median_order,mathematics,median,correct_partial,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:median_order:canonical:correct_partial:frustrated:repeat1:deepseek-v4-pro,8792033cae8e1d05de3b
exponent_product,mathematics,exponent_product,wrong_attempt,calm,calm,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:exponent_product:peer_control:wrong_attempt:calm:repeat0:deepseek-v4-pro,5815e08977d0954a18b6
radioactive_half_life,science,half_life,correct_partial,calm,calm,3,implicit,MiniMax-M3,0,cue_transfer_v4:radioactive_half_life:implicit:correct_partial:calm:repeat0:MiniMax-M3,0dc2253b355762f58e83
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,0,implicit,MiniMax-M2.7,1,cue_transfer_v4:homophone_choice:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,fda3582fcca925960bec
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:sampling_bias:peer_control:correct_partial:calm:repeat1:glm-5.3,8588d67e7dc16af5521a
contrast_connective,language,contrast_connective,wrong_attempt,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:contrast_connective:peer_control:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,cd91700cfe4a21123bfa
trophic_transfer,science,trophic_energy_transfer,correct_partial,frustrated,frustrated,0,implicit,deepseek-v4-pro,1,cue_transfer_v4:trophic_transfer:implicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,7c3cfa80486d0f3fb81a
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:contrast_connective:implicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,c01c6285932c4717cd6f
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:distinct_arrangements:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,12d8b0b91f61ddfbfa6b
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:signed_temperature:canonical:correct_partial:calm:repeat1:doubao-seed-2.0-lite,f1d883e0de3e55c09a82
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,0,implicit,MiniMax-M3,0,cue_transfer_v4:signed_temperature:implicit:correct_partial:calm:repeat0:MiniMax-M3,f85cc8e45d7d42bd9dcc
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:question_quotation:peer_control:wrong_attempt:calm:repeat1:MiniMax-M3,d97d67a8a069c13f30d9
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:question_quotation:canonical:wrong_attempt:calm:repeat0:glm-5.3,f982bc37db75890ffde3
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:distinct_arrangements:peer_control:correct_partial:frustrated:repeat0:glm-5.3,8cda862ed27ec110375c
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,wrong_attempt,calm,calm,2,explicit,deepseek-v4-pro,0,cue_transfer_v4:pigeonhole_guarantee:explicit:wrong_attempt:calm:repeat0:deepseek-v4-pro,a0427f342333a7c29c0e
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,calm,3,explicit,MiniMax-M2.7,1,cue_transfer_v4:balance_water_equation:explicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,a06ed8e1d40b01f5255a
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,calm,calm,0,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:sampling_bias:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,793e8094213b6addc3df
contact_pressure,science,pressure,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:contact_pressure:canonical:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,dfbe56cc8bdece0cae63
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,frustrated,frustrated,3,explicit,deepseek-v4-pro,0,cue_transfer_v4:distinct_allocation:explicit:correct_partial:frustrated:repeat0:deepseek-v4-pro,fde1629dfc44f31adc72
exponent_product,mathematics,exponent_product,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:exponent_product:peer_control:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,dd7640761351b905b786
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:sampling_bias:canonical:correct_partial:frustrated:repeat0:MiniMax-M3,cf18f53b2dce9e9550fc
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:contrast_connective:canonical:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,dddb13891ccfe3acadff
plural_possession,language,apostrophe_possession,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:plural_possession:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,726aafcea5dc619d9a19
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,1,explicit,glm-5.3,1,cue_transfer_v4:metaphor_identification:explicit:wrong_attempt:calm:repeat1:glm-5.3,cb98396bc237d27041c9
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:distinct_allocation:canonical:correct_partial:calm:repeat1:deepseek-v4-pro,72ede3498f6e68d16c3f
shortest_path,logic_and_data,weighted_graph_path,correct_partial,frustrated,frustrated,0,explicit,glm-5.3,0,cue_transfer_v4:shortest_path:explicit:correct_partial:frustrated:repeat0:glm-5.3,1cfab11e3c4e1bb2b9f7
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:metaphor_identification:peer_control:wrong_attempt:frustrated:repeat0:glm-5.3,04bf3771f1f066905773
parallel_structure,language,parallel_structure,correct_partial,calm,calm,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:parallel_structure:explicit:correct_partial:calm:repeat1:doubao-seed-2.0-lite,c55a1d4ca121f71cb78e
right_triangle,mathematics,pythagorean_length,correct_partial,calm,calm,0,implicit,glm-5.3,1,cue_transfer_v4:right_triangle:implicit:correct_partial:calm:repeat1:glm-5.3,dc0e75be3f61602476d2
passive_voice,language,active_passive_voice,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:passive_voice:peer_control:correct_partial:frustrated:repeat1:glm-5.3,c324d42b29832ceb3e3a
binary_place_value,logic_and_data,binary_place_value,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:binary_place_value:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,646803826b562a105c96
gas_volume,science,boyles_law,wrong_attempt,frustrated,frustrated,1,explicit,glm-5.3,0,cue_transfer_v4:gas_volume:explicit:wrong_attempt:frustrated:repeat0:glm-5.3,20df02009fdddeb813c1
metaphor_identification,language,figurative_metaphor,correct_partial,frustrated,frustrated,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:metaphor_identification:explicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,4186f482ca4d6e840a09
contrast_connective,language,contrast_connective,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:contrast_connective:peer_control:correct_partial:frustrated:repeat1:glm-5.3,91f4e4758407c1e8d25c
contrast_connective,language,contrast_connective,wrong_attempt,calm,calm,1,implicit,MiniMax-M2.7,0,cue_transfer_v4:contrast_connective:implicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,cf1a28c89c554d0a3c35
prism_volume,mathematics,rectangular_prism_volume,correct_partial,frustrated,frustrated,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:prism_volume:explicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,455aa3e14124cf45bbfc
median_order,mathematics,median,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:median_order:peer_control:correct_partial:frustrated:repeat1:MiniMax-M2.7,46f4180d7307ba82f119
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,0,implicit,deepseek-v4-pro,0,cue_transfer_v4:trophic_transfer:implicit:wrong_attempt:calm:repeat0:deepseek-v4-pro,35081b4f4d44e28c9cca
relative_clause,language,relative_clause_attachment,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:relative_clause:peer_control:correct_partial:frustrated:repeat1:MiniMax-M3,07e066a32abc21865b00
plural_possession,language,apostrophe_possession,wrong_attempt,calm,calm,2,explicit,glm-5.3,0,cue_transfer_v4:plural_possession:explicit:wrong_attempt:calm:repeat0:glm-5.3,db3bdf90716bc6c08c9e
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:distinct_allocation:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,cc2574d3fdadec532669
relative_clause,language,relative_clause_attachment,wrong_attempt,frustrated,frustrated,3,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:relative_clause:explicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,168d631ae3f1b28dbc08
contact_pressure,science,pressure,wrong_attempt,frustrated,frustrated,1,implicit,glm-5.3,0,cue_transfer_v4:contact_pressure:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,2bce1f37bd882e16fa30
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,2,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:pigeonhole_guarantee:explicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,a83916477ccf9545c1bd
contact_pressure,science,pressure,correct_partial,frustrated,frustrated,0,explicit,glm-5.3,0,cue_transfer_v4:contact_pressure:explicit:correct_partial:frustrated:repeat0:glm-5.3,cf0da5c04c1bb35afe39
distinct_allocation,logic_and_data,all_different_constraint,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:distinct_allocation:canonical:wrong_attempt:calm:repeat0:glm-5.3,e2f04143b2252bbeeb8d
contact_pressure,science,pressure,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:contact_pressure:peer_control:wrong_attempt:frustrated:repeat1:glm-5.3,0f77eab0da69670932d8
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,calm,calm,0,implicit,deepseek-v4-pro,1,cue_transfer_v4:signed_temperature:implicit:wrong_attempt:calm:repeat1:deepseek-v4-pro,587c1f0c6bef5c2ab15d
metaphor_identification,language,figurative_metaphor,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:metaphor_identification:canonical:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,ddf94b98361efe6a20ef
plural_possession,language,apostrophe_possession,wrong_attempt,frustrated,frustrated,3,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:plural_possession:implicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,c098421a6f7d093b716b
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:common_multiple:canonical:correct_partial:calm:repeat1:deepseek-v4-pro,8a47b1ab04b1f7422a30
balance_water_equation,science,chemical_equation_balance,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:balance_water_equation:canonical:correct_partial:frustrated:repeat0:MiniMax-M3,25e7562470a1e11d9370
signed_temperature,mathematics,signed_integer_addition,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:signed_temperature:canonical:correct_partial:frustrated:repeat1:MiniMax-M3,80eca0e1a40ee478224c
gas_volume,science,boyles_law,correct_partial,calm,calm,1,explicit,deepseek-v4-pro,0,cue_transfer_v4:gas_volume:explicit:correct_partial:calm:repeat0:deepseek-v4-pro,9c6ba2a53ab773d5f0c8
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,ae59f1bae26a06792ed0
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,0,explicit,glm-5.3,0,cue_transfer_v4:distinct_arrangements:explicit:wrong_attempt:calm:repeat0:glm-5.3,25693ebb1ed75c62e82c
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:pigeonhole_guarantee:explicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,921ce75cef6c97f95f1b
exponent_product,mathematics,exponent_product,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:exponent_product:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,c7af8fbf1f3353184bdd
turning_moment,science,turning_moment,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:turning_moment:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,62e4896da5ac701e354d
gas_volume,science,boyles_law,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:gas_volume:peer_control:correct_partial:frustrated:repeat0:MiniMax-M3,c0372e70725778665699
relative_clause,language,relative_clause_attachment,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:relative_clause:canonical:wrong_attempt:calm:repeat1:deepseek-v4-pro,cdc911d3198da3eb892d
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:distinct_allocation:canonical:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,e3e6016dd3b4f1f629bf
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:shortest_path:peer_control:wrong_attempt:frustrated:repeat1:MiniMax-M3,d72e3a05a9a40d9a28e5
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:algorithm_trace:canonical:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,41fcce327791ea2a3f86
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:homophone_choice:canonical:correct_partial:frustrated:repeat1:MiniMax-M2.7,03b73aa197a7f5fd56dd
right_triangle,mathematics,pythagorean_length,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:right_triangle:peer_control:wrong_attempt:calm:repeat0:glm-5.3,12082d045e627cbab66f
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:distinct_arrangements:peer_control:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,25e6627c96f6ef3dc424
passive_voice,language,active_passive_voice,wrong_attempt,calm,calm,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:passive_voice:explicit:wrong_attempt:calm:repeat1:deepseek-v4-pro,e54b75bac0e87dd6c18e
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:exclusive_or:peer_control:correct_partial:calm:repeat1:deepseek-v4-pro,2e773a365a395f448d01
photosynthesis_inputs,science,photosynthesis_inputs,correct_partial,calm,calm,0,explicit,MiniMax-M2.7,1,cue_transfer_v4:photosynthesis_inputs:explicit:correct_partial:calm:repeat1:MiniMax-M2.7,fdb65e93beb29ae4ad4b
parallel_structure,language,parallel_structure,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:parallel_structure:peer_control:wrong_attempt:calm:repeat1:glm-5.3,53d61a7c2d60f3e94885
turning_moment,science,turning_moment,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:turning_moment:peer_control:correct_partial:frustrated:repeat1:glm-5.3,14f3c628db0e23320391
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:algorithm_trace:canonical:correct_partial:calm:repeat0:deepseek-v4-pro,5da533beb13b8b71c0c2
prism_volume,mathematics,rectangular_prism_volume,correct_partial,frustrated,frustrated,3,implicit,MiniMax-M2.7,1,cue_transfer_v4:prism_volume:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,dfae6dcae6af3c40c2e2
contrast_connective,language,contrast_connective,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:contrast_connective:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,85e1527a2641a624ea36
