source_family,model,event,arm,present
parallel_structure,deepseek-v4-pro,affect_acknowledgement,canonical,0.125
parallel_structure,deepseek-v4-pro,affect_acknowledgement,explain,0.125
parallel_structure,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.375
parallel_structure,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.25
parallel_structure,deepseek-v4-pro,answer_reveal,ask,0.0
parallel_structure,deepseek-v4-pro,answer_reveal,canonical,1.0
parallel_structure,deepseek-v4-pro,answer_reveal,explain,1.0
parallel_structure,deepseek-v4-pro,answer_reveal,neutral_a,1.0
parallel_structure,deepseek-v4-pro,answer_reveal,neutral_b,1.0
parallel_structure,deepseek-v4-pro,reasoning_elicitation,ask,1.0
parallel_structure,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
parallel_structure,deepseek-v4-pro,reasoning_elicitation,explain,0.0
parallel_structure,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
parallel_structure,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
parallel_structure,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.375
parallel_structure,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.625
parallel_structure,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.25
parallel_structure,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.375
parallel_structure,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.375
parallel_structure,doubao-seed-2.0-lite,answer_reveal,ask,0.0
parallel_structure,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
parallel_structure,doubao-seed-2.0-lite,answer_reveal,explain,1.0
parallel_structure,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
parallel_structure,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
parallel_structure,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
parallel_structure,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
parallel_structure,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
parallel_structure,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
parallel_structure,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
parallel_structure,glm-5.3,affect_acknowledgement,ask,0.375
parallel_structure,glm-5.3,affect_acknowledgement,canonical,0.5
parallel_structure,glm-5.3,affect_acknowledgement,explain,0.375
parallel_structure,glm-5.3,affect_acknowledgement,neutral_a,0.625
parallel_structure,glm-5.3,affect_acknowledgement,neutral_b,0.375
parallel_structure,glm-5.3,answer_reveal,ask,0.0
parallel_structure,glm-5.3,answer_reveal,canonical,0.25
parallel_structure,glm-5.3,answer_reveal,explain,1.0
parallel_structure,glm-5.3,answer_reveal,neutral_a,0.25
parallel_structure,glm-5.3,answer_reveal,neutral_b,0.75
parallel_structure,glm-5.3,reasoning_elicitation,ask,1.0
parallel_structure,glm-5.3,reasoning_elicitation,canonical,0.875
parallel_structure,glm-5.3,reasoning_elicitation,explain,0.375
parallel_structure,glm-5.3,reasoning_elicitation,neutral_a,0.875
parallel_structure,glm-5.3,reasoning_elicitation,neutral_b,0.625
photosynthesis_inputs,MiniMax-M2.7,affect_acknowledgement,ask,0.0
photosynthesis_inputs,MiniMax-M2.7,affect_acknowledgement,canonical,0.125
photosynthesis_inputs,MiniMax-M2.7,affect_acknowledgement,explain,0.0
photosynthesis_inputs,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.25
photosynthesis_inputs,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.125
photosynthesis_inputs,MiniMax-M2.7,answer_reveal,ask,0.0
photosynthesis_inputs,MiniMax-M2.7,answer_reveal,canonical,1.0
photosynthesis_inputs,MiniMax-M2.7,answer_reveal,explain,1.0
photosynthesis_inputs,MiniMax-M2.7,answer_reveal,neutral_a,1.0
photosynthesis_inputs,MiniMax-M2.7,answer_reveal,neutral_b,1.0
photosynthesis_inputs,MiniMax-M2.7,reasoning_elicitation,ask,1.0
photosynthesis_inputs,MiniMax-M2.7,reasoning_elicitation,canonical,0.125
photosynthesis_inputs,MiniMax-M2.7,reasoning_elicitation,explain,0.25
photosynthesis_inputs,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.0
photosynthesis_inputs,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.125
photosynthesis_inputs,MiniMax-M3,affect_acknowledgement,ask,0.375
photosynthesis_inputs,MiniMax-M3,affect_acknowledgement,canonical,0.625
photosynthesis_inputs,MiniMax-M3,affect_acknowledgement,explain,0.5
photosynthesis_inputs,MiniMax-M3,affect_acknowledgement,neutral_a,0.75
photosynthesis_inputs,MiniMax-M3,affect_acknowledgement,neutral_b,0.625
photosynthesis_inputs,MiniMax-M3,answer_reveal,ask,0.125
photosynthesis_inputs,MiniMax-M3,answer_reveal,canonical,0.875
photosynthesis_inputs,MiniMax-M3,answer_reveal,explain,1.0
photosynthesis_inputs,MiniMax-M3,answer_reveal,neutral_a,0.875
photosynthesis_inputs,MiniMax-M3,answer_reveal,neutral_b,0.625
photosynthesis_inputs,MiniMax-M3,reasoning_elicitation,ask,1.0
photosynthesis_inputs,MiniMax-M3,reasoning_elicitation,canonical,0.375
photosynthesis_inputs,MiniMax-M3,reasoning_elicitation,explain,0.125
photosynthesis_inputs,MiniMax-M3,reasoning_elicitation,neutral_a,0.5
photosynthesis_inputs,MiniMax-M3,reasoning_elicitation,neutral_b,0.375
photosynthesis_inputs,deepseek-v4-pro,affect_acknowledgement,ask,0.5
photosynthesis_inputs,deepseek-v4-pro,affect_acknowledgement,canonical,0.625
photosynthesis_inputs,deepseek-v4-pro,affect_acknowledgement,explain,0.5
photosynthesis_inputs,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.0
photosynthesis_inputs,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.5
photosynthesis_inputs,deepseek-v4-pro,answer_reveal,ask,0.0
photosynthesis_inputs,deepseek-v4-pro,answer_reveal,canonical,1.0
photosynthesis_inputs,deepseek-v4-pro,answer_reveal,explain,1.0
photosynthesis_inputs,deepseek-v4-pro,answer_reveal,neutral_a,1.0
photosynthesis_inputs,deepseek-v4-pro,answer_reveal,neutral_b,1.0
photosynthesis_inputs,deepseek-v4-pro,reasoning_elicitation,ask,1.0
photosynthesis_inputs,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
photosynthesis_inputs,deepseek-v4-pro,reasoning_elicitation,explain,0.125
photosynthesis_inputs,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
photosynthesis_inputs,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
photosynthesis_inputs,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.625
photosynthesis_inputs,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.375
photosynthesis_inputs,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.375
photosynthesis_inputs,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.75
photosynthesis_inputs,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.625
photosynthesis_inputs,doubao-seed-2.0-lite,answer_reveal,ask,0.0
photosynthesis_inputs,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
photosynthesis_inputs,doubao-seed-2.0-lite,answer_reveal,explain,1.0
photosynthesis_inputs,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
photosynthesis_inputs,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
photosynthesis_inputs,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
photosynthesis_inputs,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
photosynthesis_inputs,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
photosynthesis_inputs,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
photosynthesis_inputs,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
photosynthesis_inputs,glm-5.3,affect_acknowledgement,ask,0.375
photosynthesis_inputs,glm-5.3,affect_acknowledgement,canonical,0.125
photosynthesis_inputs,glm-5.3,affect_acknowledgement,explain,0.25
photosynthesis_inputs,glm-5.3,affect_acknowledgement,neutral_a,0.375
photosynthesis_inputs,glm-5.3,affect_acknowledgement,neutral_b,0.5
photosynthesis_inputs,glm-5.3,answer_reveal,ask,0.0
photosynthesis_inputs,glm-5.3,answer_reveal,canonical,0.0
photosynthesis_inputs,glm-5.3,answer_reveal,explain,1.0
photosynthesis_inputs,glm-5.3,answer_reveal,neutral_a,0.0
photosynthesis_inputs,glm-5.3,answer_reveal,neutral_b,0.125
photosynthesis_inputs,glm-5.3,reasoning_elicitation,ask,1.0
photosynthesis_inputs,glm-5.3,reasoning_elicitation,canonical,1.0
photosynthesis_inputs,glm-5.3,reasoning_elicitation,explain,0.625
photosynthesis_inputs,glm-5.3,reasoning_elicitation,neutral_a,1.0
photosynthesis_inputs,glm-5.3,reasoning_elicitation,neutral_b,1.0
pigeonhole_principle,MiniMax-M2.7,affect_acknowledgement,ask,0.0
pigeonhole_principle,MiniMax-M2.7,affect_acknowledgement,canonical,0.25
pigeonhole_principle,MiniMax-M2.7,affect_acknowledgement,explain,0.125
pigeonhole_principle,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.125
pigeonhole_principle,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.25
pigeonhole_principle,MiniMax-M2.7,answer_reveal,ask,0.375
pigeonhole_principle,MiniMax-M2.7,answer_reveal,canonical,1.0
pigeonhole_principle,MiniMax-M2.7,answer_reveal,explain,1.0
pigeonhole_principle,MiniMax-M2.7,answer_reveal,neutral_a,1.0
pigeonhole_principle,MiniMax-M2.7,answer_reveal,neutral_b,1.0
pigeonhole_principle,MiniMax-M2.7,reasoning_elicitation,ask,1.0
pigeonhole_principle,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
pigeonhole_principle,MiniMax-M2.7,reasoning_elicitation,explain,0.125
pigeonhole_principle,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.0
pigeonhole_principle,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.0
pigeonhole_principle,MiniMax-M3,affect_acknowledgement,ask,0.375
pigeonhole_principle,MiniMax-M3,affect_acknowledgement,canonical,0.75
pigeonhole_principle,MiniMax-M3,affect_acknowledgement,explain,0.625
pigeonhole_principle,MiniMax-M3,affect_acknowledgement,neutral_a,0.5
pigeonhole_principle,MiniMax-M3,affect_acknowledgement,neutral_b,0.625
pigeonhole_principle,MiniMax-M3,answer_reveal,ask,0.0
pigeonhole_principle,MiniMax-M3,answer_reveal,canonical,0.875
pigeonhole_principle,MiniMax-M3,answer_reveal,explain,1.0
pigeonhole_principle,MiniMax-M3,answer_reveal,neutral_a,0.625
pigeonhole_principle,MiniMax-M3,answer_reveal,neutral_b,0.875
pigeonhole_principle,MiniMax-M3,reasoning_elicitation,ask,1.0
pigeonhole_principle,MiniMax-M3,reasoning_elicitation,canonical,0.5
pigeonhole_principle,MiniMax-M3,reasoning_elicitation,explain,0.75
pigeonhole_principle,MiniMax-M3,reasoning_elicitation,neutral_a,0.75
pigeonhole_principle,MiniMax-M3,reasoning_elicitation,neutral_b,0.625
pigeonhole_principle,deepseek-v4-pro,affect_acknowledgement,ask,0.375
pigeonhole_principle,deepseek-v4-pro,affect_acknowledgement,canonical,0.125
pigeonhole_principle,deepseek-v4-pro,affect_acknowledgement,explain,0.125
pigeonhole_principle,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.625
pigeonhole_principle,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.25
pigeonhole_principle,deepseek-v4-pro,answer_reveal,ask,0.0
pigeonhole_principle,deepseek-v4-pro,answer_reveal,canonical,1.0
pigeonhole_principle,deepseek-v4-pro,answer_reveal,explain,1.0
pigeonhole_principle,deepseek-v4-pro,answer_reveal,neutral_a,1.0
pigeonhole_principle,deepseek-v4-pro,answer_reveal,neutral_b,1.0
pigeonhole_principle,deepseek-v4-pro,reasoning_elicitation,ask,1.0
pigeonhole_principle,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
pigeonhole_principle,deepseek-v4-pro,reasoning_elicitation,explain,0.0
pigeonhole_principle,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
pigeonhole_principle,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
pigeonhole_principle,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.25
pigeonhole_principle,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.5
pigeonhole_principle,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.375
pigeonhole_principle,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.5
pigeonhole_principle,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.25
pigeonhole_principle,doubao-seed-2.0-lite,answer_reveal,ask,0.0
pigeonhole_principle,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
pigeonhole_principle,doubao-seed-2.0-lite,answer_reveal,explain,1.0
pigeonhole_principle,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
pigeonhole_principle,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
pigeonhole_principle,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
pigeonhole_principle,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
pigeonhole_principle,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
pigeonhole_principle,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
pigeonhole_principle,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
pigeonhole_principle,glm-5.3,affect_acknowledgement,ask,0.5
pigeonhole_principle,glm-5.3,affect_acknowledgement,canonical,0.625
pigeonhole_principle,glm-5.3,affect_acknowledgement,explain,0.375
pigeonhole_principle,glm-5.3,affect_acknowledgement,neutral_a,0.75
pigeonhole_principle,glm-5.3,affect_acknowledgement,neutral_b,0.75
pigeonhole_principle,glm-5.3,answer_reveal,ask,0.0
pigeonhole_principle,glm-5.3,answer_reveal,canonical,0.5
pigeonhole_principle,glm-5.3,answer_reveal,explain,1.0
pigeonhole_principle,glm-5.3,answer_reveal,neutral_a,0.75
pigeonhole_principle,glm-5.3,answer_reveal,neutral_b,0.875
pigeonhole_principle,glm-5.3,reasoning_elicitation,ask,1.0
pigeonhole_principle,glm-5.3,reasoning_elicitation,canonical,0.75
pigeonhole_principle,glm-5.3,reasoning_elicitation,explain,1.0
pigeonhole_principle,glm-5.3,reasoning_elicitation,neutral_a,1.0
pigeonhole_principle,glm-5.3,reasoning_elicitation,neutral_b,1.0
pressure,MiniMax-M2.7,affect_acknowledgement,canonical,0.25
pressure,MiniMax-M2.7,answer_reveal,canonical,1.0
pressure,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
pressure,MiniMax-M3,affect_acknowledgement,canonical,0.75
pressure,MiniMax-M3,answer_reveal,canonical,1.0
pressure,MiniMax-M3,reasoning_elicitation,canonical,0.125
pressure,deepseek-v4-pro,affect_acknowledgement,canonical,0.625
pressure,deepseek-v4-pro,answer_reveal,canonical,1.0
pressure,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
pressure,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.75
pressure,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
pressure,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.125
pressure,glm-5.3,affect_acknowledgement,canonical,0.25
pressure,glm-5.3,answer_reveal,canonical,0.0
pressure,glm-5.3,reasoning_elicitation,canonical,1.0
pythagorean_length,MiniMax-M2.7,affect_acknowledgement,canonical,0.625
pythagorean_length,MiniMax-M2.7,answer_reveal,canonical,1.0
pythagorean_length,MiniMax-M2.7,reasoning_elicitation,canonical,0.125
pythagorean_length,MiniMax-M3,affect_acknowledgement,canonical,0.875
pythagorean_length,MiniMax-M3,answer_reveal,canonical,0.75
pythagorean_length,MiniMax-M3,reasoning_elicitation,canonical,0.5
pythagorean_length,deepseek-v4-pro,affect_acknowledgement,canonical,0.875
pythagorean_length,deepseek-v4-pro,answer_reveal,canonical,1.0
pythagorean_length,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
pythagorean_length,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.75
pythagorean_length,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
pythagorean_length,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
pythagorean_length,glm-5.3,affect_acknowledgement,canonical,0.5
pythagorean_length,glm-5.3,answer_reveal,canonical,0.125
pythagorean_length,glm-5.3,reasoning_elicitation,canonical,1.0
rectangular_prism_volume,MiniMax-M2.7,affect_acknowledgement,ask,0.125
rectangular_prism_volume,MiniMax-M2.7,affect_acknowledgement,canonical,0.375
rectangular_prism_volume,MiniMax-M2.7,affect_acknowledgement,explain,0.375
rectangular_prism_volume,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.625
rectangular_prism_volume,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.5
rectangular_prism_volume,MiniMax-M2.7,answer_reveal,ask,0.0
rectangular_prism_volume,MiniMax-M2.7,answer_reveal,canonical,1.0
rectangular_prism_volume,MiniMax-M2.7,answer_reveal,explain,1.0
rectangular_prism_volume,MiniMax-M2.7,answer_reveal,neutral_a,0.875
rectangular_prism_volume,MiniMax-M2.7,answer_reveal,neutral_b,1.0
rectangular_prism_volume,MiniMax-M2.7,reasoning_elicitation,ask,1.0
rectangular_prism_volume,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
rectangular_prism_volume,MiniMax-M2.7,reasoning_elicitation,explain,0.0
rectangular_prism_volume,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.375
rectangular_prism_volume,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.125
rectangular_prism_volume,MiniMax-M3,affect_acknowledgement,ask,0.5
rectangular_prism_volume,MiniMax-M3,affect_acknowledgement,canonical,0.875
rectangular_prism_volume,MiniMax-M3,affect_acknowledgement,explain,0.625
rectangular_prism_volume,MiniMax-M3,affect_acknowledgement,neutral_a,0.875
rectangular_prism_volume,MiniMax-M3,affect_acknowledgement,neutral_b,0.875
rectangular_prism_volume,MiniMax-M3,answer_reveal,ask,0.0
rectangular_prism_volume,MiniMax-M3,answer_reveal,canonical,0.75
rectangular_prism_volume,MiniMax-M3,answer_reveal,explain,1.0
rectangular_prism_volume,MiniMax-M3,answer_reveal,neutral_a,0.5
rectangular_prism_volume,MiniMax-M3,answer_reveal,neutral_b,0.625
rectangular_prism_volume,MiniMax-M3,reasoning_elicitation,ask,1.0
rectangular_prism_volume,MiniMax-M3,reasoning_elicitation,canonical,0.375
rectangular_prism_volume,MiniMax-M3,reasoning_elicitation,explain,0.625
rectangular_prism_volume,MiniMax-M3,reasoning_elicitation,neutral_a,0.75
rectangular_prism_volume,MiniMax-M3,reasoning_elicitation,neutral_b,0.75
rectangular_prism_volume,deepseek-v4-pro,affect_acknowledgement,ask,0.5
rectangular_prism_volume,deepseek-v4-pro,affect_acknowledgement,canonical,1.0
rectangular_prism_volume,deepseek-v4-pro,affect_acknowledgement,explain,0.625
rectangular_prism_volume,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.625
rectangular_prism_volume,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.75
rectangular_prism_volume,deepseek-v4-pro,answer_reveal,ask,0.0
rectangular_prism_volume,deepseek-v4-pro,answer_reveal,canonical,1.0
rectangular_prism_volume,deepseek-v4-pro,answer_reveal,explain,1.0
rectangular_prism_volume,deepseek-v4-pro,answer_reveal,neutral_a,0.875
rectangular_prism_volume,deepseek-v4-pro,answer_reveal,neutral_b,1.0
rectangular_prism_volume,deepseek-v4-pro,reasoning_elicitation,ask,1.0
rectangular_prism_volume,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
rectangular_prism_volume,deepseek-v4-pro,reasoning_elicitation,explain,0.0
rectangular_prism_volume,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.125
rectangular_prism_volume,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
rectangular_prism_volume,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.75
rectangular_prism_volume,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.625
rectangular_prism_volume,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.5
rectangular_prism_volume,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.75
rectangular_prism_volume,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.75
rectangular_prism_volume,doubao-seed-2.0-lite,answer_reveal,ask,0.0
rectangular_prism_volume,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
rectangular_prism_volume,doubao-seed-2.0-lite,answer_reveal,explain,1.0
rectangular_prism_volume,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
rectangular_prism_volume,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
rectangular_prism_volume,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
rectangular_prism_volume,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.25
rectangular_prism_volume,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
rectangular_prism_volume,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.125
rectangular_prism_volume,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
rectangular_prism_volume,glm-5.3,affect_acknowledgement,ask,0.5
rectangular_prism_volume,glm-5.3,affect_acknowledgement,canonical,0.75
rectangular_prism_volume,glm-5.3,affect_acknowledgement,explain,0.5
rectangular_prism_volume,glm-5.3,affect_acknowledgement,neutral_a,0.75
rectangular_prism_volume,glm-5.3,affect_acknowledgement,neutral_b,0.5
rectangular_prism_volume,glm-5.3,answer_reveal,ask,0.0
rectangular_prism_volume,glm-5.3,answer_reveal,canonical,0.0
rectangular_prism_volume,glm-5.3,answer_reveal,explain,1.0
rectangular_prism_volume,glm-5.3,answer_reveal,neutral_a,0.0
rectangular_prism_volume,glm-5.3,answer_reveal,neutral_b,0.0
rectangular_prism_volume,glm-5.3,reasoning_elicitation,ask,1.0
rectangular_prism_volume,glm-5.3,reasoning_elicitation,canonical,1.0
rectangular_prism_volume,glm-5.3,reasoning_elicitation,explain,0.375
rectangular_prism_volume,glm-5.3,reasoning_elicitation,neutral_a,1.0
rectangular_prism_volume,glm-5.3,reasoning_elicitation,neutral_b,1.0
relative_clause_attachment,MiniMax-M2.7,affect_acknowledgement,ask,0.0
relative_clause_attachment,MiniMax-M2.7,affect_acknowledgement,canonical,0.125
relative_clause_attachment,MiniMax-M2.7,affect_acknowledgement,explain,0.125
relative_clause_attachment,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.125
relative_clause_attachment,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.375
relative_clause_attachment,MiniMax-M2.7,answer_reveal,ask,0.125
relative_clause_attachment,MiniMax-M2.7,answer_reveal,canonical,1.0
relative_clause_attachment,MiniMax-M2.7,answer_reveal,explain,1.0
relative_clause_attachment,MiniMax-M2.7,answer_reveal,neutral_a,1.0
relative_clause_attachment,MiniMax-M2.7,answer_reveal,neutral_b,1.0
relative_clause_attachment,MiniMax-M2.7,reasoning_elicitation,ask,1.0
relative_clause_attachment,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
relative_clause_attachment,MiniMax-M2.7,reasoning_elicitation,explain,0.0
relative_clause_attachment,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.0
relative_clause_attachment,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.125
relative_clause_attachment,MiniMax-M3,affect_acknowledgement,ask,0.5
relative_clause_attachment,MiniMax-M3,affect_acknowledgement,canonical,0.5
relative_clause_attachment,MiniMax-M3,affect_acknowledgement,explain,0.75
relative_clause_attachment,MiniMax-M3,affect_acknowledgement,neutral_a,0.375
relative_clause_attachment,MiniMax-M3,affect_acknowledgement,neutral_b,0.5
relative_clause_attachment,MiniMax-M3,answer_reveal,ask,0.0
relative_clause_attachment,MiniMax-M3,answer_reveal,canonical,1.0
relative_clause_attachment,MiniMax-M3,answer_reveal,explain,1.0
relative_clause_attachment,MiniMax-M3,answer_reveal,neutral_a,0.625
relative_clause_attachment,MiniMax-M3,answer_reveal,neutral_b,0.625
relative_clause_attachment,MiniMax-M3,reasoning_elicitation,ask,1.0
relative_clause_attachment,MiniMax-M3,reasoning_elicitation,canonical,0.375
relative_clause_attachment,MiniMax-M3,reasoning_elicitation,explain,0.75
relative_clause_attachment,MiniMax-M3,reasoning_elicitation,neutral_a,0.5
relative_clause_attachment,MiniMax-M3,reasoning_elicitation,neutral_b,0.625
relative_clause_attachment,deepseek-v4-pro,affect_acknowledgement,ask,0.25
relative_clause_attachment,deepseek-v4-pro,affect_acknowledgement,canonical,0.25
relative_clause_attachment,deepseek-v4-pro,affect_acknowledgement,explain,0.0
relative_clause_attachment,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.5
relative_clause_attachment,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.0
relative_clause_attachment,deepseek-v4-pro,answer_reveal,ask,0.0
relative_clause_attachment,deepseek-v4-pro,answer_reveal,canonical,1.0
relative_clause_attachment,deepseek-v4-pro,answer_reveal,explain,1.0
relative_clause_attachment,deepseek-v4-pro,answer_reveal,neutral_a,1.0
relative_clause_attachment,deepseek-v4-pro,answer_reveal,neutral_b,1.0
relative_clause_attachment,deepseek-v4-pro,reasoning_elicitation,ask,1.0
relative_clause_attachment,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
relative_clause_attachment,deepseek-v4-pro,reasoning_elicitation,explain,0.0
relative_clause_attachment,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
relative_clause_attachment,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
relative_clause_attachment,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.5
relative_clause_attachment,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.5
relative_clause_attachment,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.5
relative_clause_attachment,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.5
relative_clause_attachment,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.5
relative_clause_attachment,doubao-seed-2.0-lite,answer_reveal,ask,0.0
relative_clause_attachment,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
relative_clause_attachment,doubao-seed-2.0-lite,answer_reveal,explain,1.0
relative_clause_attachment,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
relative_clause_attachment,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
relative_clause_attachment,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
relative_clause_attachment,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.125
relative_clause_attachment,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
relative_clause_attachment,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
relative_clause_attachment,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.25
relative_clause_attachment,glm-5.3,affect_acknowledgement,ask,0.5
relative_clause_attachment,glm-5.3,affect_acknowledgement,canonical,0.5
relative_clause_attachment,glm-5.3,affect_acknowledgement,explain,0.25
relative_clause_attachment,glm-5.3,affect_acknowledgement,neutral_a,0.375
relative_clause_attachment,glm-5.3,affect_acknowledgement,neutral_b,0.75
relative_clause_attachment,glm-5.3,answer_reveal,ask,0.0
relative_clause_attachment,glm-5.3,answer_reveal,canonical,0.25
relative_clause_attachment,glm-5.3,answer_reveal,explain,1.0
relative_clause_attachment,glm-5.3,answer_reveal,neutral_a,0.375
relative_clause_attachment,glm-5.3,answer_reveal,neutral_b,0.375
relative_clause_attachment,glm-5.3,reasoning_elicitation,ask,1.0
relative_clause_attachment,glm-5.3,reasoning_elicitation,canonical,0.875
relative_clause_attachment,glm-5.3,reasoning_elicitation,explain,0.875
